{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{1	1	0	0	1	1	0	0	1	1 }
}
{
{0	0	10	0	12	0	10	0	0	0 }
{0	0	0	10	0	10	0	0	0	0 }
{0	0	0	0	10	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	103	102	101	102	103	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{1	1	0	0	0	0	0	0	1	1 }
}
{
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	31	0	0 }
{0	0	0	0	10	10	0	0	0	0 }
{0	0	31	0	10	10	0	0	0	0 }
{0	0	0	0	10	10	0	0	0	0 }
{0	0	0	0	10	10	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	1	0	0	0	0	0	0 }
{0	0	0	22	0	0	0	1	0	0 }
{0	0	0	0	0	0	0	22	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{1	1	1	1	0	0	1	1	1	1 }
}
{
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{3	3	3	3	3	3	3	3	3	3 }
}
{
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	1	0	1	0	0	0	0 }
{0	0	0	1	21	1	0	0	0	0 }
{1	1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	1	0	1	0	0	0 }
{0	0	0	0	1	21	1	0	0	0 }
{0	0	0	0	1	1	1	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	1	1	0	0	0	1	1	0 }
{0	0	1	1	0	0	0	1	1	0 }
{0	30	0	0	0	0	30	0	0	0 }
{1	1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	12	0	0	0 }
{0	0	0	0	0	10	0	10	0	0 }
{0	0	0	0	0	0	1	0	0	0 }
{0	0	12	0	0	1	1	1	0	0 }
{0	10	0	10	0	0	1	0	0	0 }
{0	0	1	0	0	0	0	0	0	0 }
{0	1	1	1	0	0	0	0	0	0 }
{0	0	1	0	0	0	0	0	1	1 }
}
{
{0	0	0	0	0	0	1	1	0	0 }
{0	0	0	0	0	0	20	20	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	102	102	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{1	1	0	0	0	0	1	1	1	1 }
}
{
{1	0	0	0	0	0	0	0	0	0 }
{1	0	10	10	0	0	0	0	0	0 }
{1	0	10	10	32	0	10	10	0	0 }
{0	0	10	10	0	0	10	10	0	0 }
{0	0	10	10	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	1	1	0	0 }
{0	0	1	1	0	0	1	1	0	0 }
{1	1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	1	0	0	0	0 }
{0	0	0	0	0	20	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	3	3	0 }
{0	0	0	3	3	0	0	3	3	0 }
{0	0	0	3	3	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{1	1	0	0	0	0	0	0	0	0 }
}
{
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	1	1	0	0	0	0 }
{0	0	0	1	0	0	1	0	0	0 }
{0	0	1	0	0	0	0	1	0	0 }
{0	1	0	0	21	21	0	0	1	0 }
{1	1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	1	1	0	0	0	0	1	1	0 }
{1	12	10	10	10	10	10	10	10	1 }
{1	51	0	0	51	0	0	0	51	1 }
{1	1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	23	0	0	0	1 }
{0	0	0	0	0	1	0	0	0	22 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	102	102	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	1	1	0	0	0	0 }
{0	0	0	0	22	22	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{1	0	0	1	1	1	1	0	0	1 }
}
{
{0	0	1	0	0	1	0	0	0	0 }
{0	0	1	0	0	0	0	0	0	0 }
{0	0	1	0	0	0	0	0	0	0 }
{0	0	0	0	0	1	0	0	0	0 }
{103	103	0	0	0	1	0	0	0	0 }
{0	0	1	103	103	1	0	0	0	0 }
{0	0	1	0	0	1	0	0	0	0 }
{0	0	1	0	0	0	0	0	0	21 }
{1	1	1	0	0	1	1	0	1	1 }
}
{
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{0	0	30	101 101	0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0	0	102	102	0	0  }
{0	0	0	0	0	0	0	0	0	30	0	0	0	0  }
{0	0	0	0	0	102	102	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	103	103	0	0	0	0  }
{0	0	0	102	102	0	0	0	0	0	0	0	0	0  }
{0	0	0	30	0	0	0	0	0	0	101	101	0	0  }
{1	1	0	0	0	0	0	0	0	30	0	0	0	0  }
}
{
{0	0	0	0	0	0	0	1	0	0	0	0	0	0  }
{0	0	10	10	10	10	10	10	10	10	10	10	0	0  }
{0	0	0	0	0	0	0	1	0	0	0	1	0	0  }
{0	0	1	1	1	1	1	0	1	1	1	1	0	0  }
{102	102	1	10	0	0	0	0	0	10	1	0	0	0  }
{0	0	1	0	1	10	0	0	0	10	1	1	0	0  }
{0	0	1	0	0	1	0	0	0	1	0	1	0	0  }
{0	0	1	0	0	0	21	21	21	0	0	1	0	0  }
{1	1	1	0	0	0	1	1	1	0	0	1	1	1  }
}
{
{1	1	1	1	1	1	1	1	1	1	1	1	1	0  }
{0	20	0	20	0	20	0	20	0	20	0	20	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{1	1	1	0	0	0	1	1	1	0	0	1	1	1  }
}
{
{1	1	1	1	1	1	1	1	1	1	1	1	1	0  }
{0	0	22	0	0	1	0	0	22	0	0	1	0	0  }
{0	0	0	0	0	22	0	0	0	0	0	22	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{1	1	1	0	0	0	1	1	1	0	0	1	1	1  }
}
{
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	21	0	0	0	21	0	0	0	0  }
{0	0	0	0	0	1	0	21	0	1	0	0	0	0  }
{0	0	0	21	0	1	0	1	0	1	0	0	0	0  }
{0	0	0	1	0	1	0	1	0	1	0	0	0	0  }
{0	0	0	1	0	1	0	1	0	1	0	0	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0	0	0	0	0	0  }
{1	1	1	1	1	1	1	1	1	1	1	1	1	1  }
}
{
{0	0	1}
{1	0	1}
{1	1	1}
}
{
{0	0	0	0	12}
{0	0	0	0	1}
{0	0	12	0	1}
{12	0	1	0	1}
{1	0	1	0	1}
{1	0	1	0	1}
}
{
{0	0	1}
{0	1	1}
{1	1	1}
}
{
{0	0	0	1}
{0	0	1	1}
{0	1	1	1}
{1	1	1	1}
}
{
{0	10	10	0}
{1	10	10	1}
{1	50	50	1}
{1	1	1	1}
}
{
{0}
{30}
{0}
{30}
{0}
{0}
{0}
{1}
}
{
{0}
{0}
{0}
{31}
{0}
{0}
{0}
{1}
}
{
{0}
{0}
{0}
{32}
{0}
{0}
{0}
{1}
}
{
{0}
{0}
{0}
{33}
{0}
{0}
{0}
{1}
}
{
{10}
{10}
{10}
{10}
{10}
{10}
{10}
{10}
}
{
{3}
}
{
{3	3}
}
{
{3	3	3}
}
{
{3	3	3	3	3}
}
